report_id,date,state,lga,community,category,description,severity_1to5,urgency_1to5,num_affected_est,evidence_type,evidence_confidence,verification_status,ai_confidence,risk_score,response_status,resolution_date,reporter_anonymous,is_demo_data
LMP-00476,2026-03-03,Oyo,Egbeda,Egbeda Community 3,Healthcare Access,The primary health centre has no drugs in stock and the only nurse resigned 12 months ago.,4,1,40,text_only,0.5,Unverified,0.84,0.8,No Action Yet,,False,True
LMP-00477,2026-08-20,Kano,Nassarawa,Nassarawa Community 4,Road/Transport Infrastructure,"Bridge construction stopped 8 months ago, commuters now risk crossing on foot.",3,2,40,voice_note,0.7,Corroborated,0.91,1.7,Resolved,2026-10-07,True,True
LMP-00478,2026-06-07,Oyo,Egbeda,Egbeda Community 2,Safety/Security Concern,"There have been 9 reported cases of armed robbery on this road at night, no police patrol has been seen.",5,4,300,text_only,0.5,Corroborated,0.77,5.2,In Progress,,True,True
LMP-00479,2026-04-30,Plateau,Barkin Ladi,Barkin Ladi Community 7,Electricity/Power,We have had no electricity supply for 10 days despite paying our estimated bills.,4,2,80,none,0.3,Corroborated,0.81,1.0,No Action Yet,,False,True
LMP-00480,2026-01-28,Kano,Gwale,Gwale Community 5,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 12 accidents reported.",4,5,1200,voice_note,0.7,Unverified,0.64,12.3,No Action Yet,,False,True
LMP-00481,2026-04-11,Plateau,Jos North,Jos North Community 8,Abuse/Protection Concern,Reports of a minor being kept out of school for exploitative labour in the local market.,4,5,15,photo,0.9,Unverified,0.86,7.3,No Action Yet,,True,True
LMP-00482,2026-07-11,Kano,Gwale,Gwale Community 5,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",5,3,600,none,0.3,Unverified,0.93,2.9,No Action Yet,,True,True
LMP-00483,2026-05-05,Kano,Gwale,Gwale Community 9,Water Infrastructure,My community has not had water for 8 weeks and the borehole project announced last year has not been completed.,2,4,3000,text_only,0.5,High-Confidence,0.93,6.4,Referred to Authority,,True,True
LMP-00484,2026-02-07,Cross River,Calabar South,Calabar South Community 7,Education/Infrastructure,"Public school roof collapsed during the storm, 4 pupils now learn under a tree.",1,1,15,text_only,0.5,Unverified,0.69,0.2,Under Review,,True,True
LMP-00485,2026-05-05,Plateau,Barkin Ladi,Barkin Ladi Community 9,Healthcare Access,The primary health centre has no drugs in stock and the only nurse resigned 6 months ago.,3,4,15,photo,0.9,Corroborated,0.94,4.4,Under Review,,False,True
LMP-00486,2026-07-08,Lagos,Epe,Epe Community 4,Healthcare Access,"Community clinic promised in July has still not been built, pregnant women travel far for care.",3,1,40,text_only,0.5,High-Confidence,0.88,0.6,In Progress,,True,True
LMP-00487,2026-08-16,Lagos,Epe,Epe Community 7,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,2,1,1200,text_only,0.5,Unverified,0.82,0.9,Referred to Authority,,False,True
LMP-00488,2026-03-28,Kano,Gwale,Gwale Community 6,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,2,2,3000,voice_note,0.7,Unverified,0.7,4.5,Resolved,2026-05-10,False,True
LMP-00489,2026-01-26,Rivers,Obio-Akpor,Obio-Akpor Community 7,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,2,3,40,text_only,0.5,Unverified,0.67,1.2,Referred to Authority,,False,True
LMP-00490,2026-03-28,Borno,Jere,Jere Community 4,Healthcare Access,The primary health centre has no drugs in stock and the only nurse resigned 2 months ago.,5,3,80,photo,0.9,Needs Corroboration,0.93,5.8,In Progress,,False,True
LMP-00491,2026-08-12,Kano,Fagge,Fagge Community 2,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",3,3,15,text_only,0.5,Conflicting Reports,0.82,1.8,In Progress,,True,True
LMP-00492,2026-04-03,Lagos,Epe,Epe Community 8,Electricity/Power,We have had no electricity supply for 11 days despite paying our estimated bills.,4,1,15,text_only,0.5,Unverified,0.68,0.8,No Action Yet,,True,True
LMP-00493,2026-01-02,Kaduna,Zaria,Zaria Community 8,Suspected Misuse of Public Funds,Road rehabilitation project was marked complete in official records but no visible work was done.,2,3,80,photo,0.9,High-Confidence,0.69,2.3,In Progress,,True,True
LMP-00494,2026-07-21,Borno,Jere,Jere Community 5,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",2,4,600,text_only,0.5,Corroborated,0.71,2.6,Referred to Authority,,True,True
LMP-00495,2026-01-22,Rivers,Obio-Akpor,Obio-Akpor Community 7,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,2,1,3000,photo,0.9,Conflicting Reports,0.62,2.9,Resolved,2026-02-17,True,True
LMP-00496,2026-09-07,Plateau,Jos North,Jos North Community 7,Water Infrastructure,"The public water tap in our area has been dry since November, residents now trek 2km to fetch water.",4,2,15,none,0.3,Corroborated,0.97,1.0,In Progress,,True,True
LMP-00497,2026-07-21,Plateau,Jos South,Jos South Community 9,Education/Infrastructure,No teachers have been posted to our primary school since the last academic session.,3,5,80,text_only,0.5,Unverified,0.78,3.2,Referred to Authority,,False,True
LMP-00498,2026-03-21,Oyo,Egbeda,Egbeda Community 7,Healthcare Access,"Community clinic promised in January has still not been built, pregnant women travel far for care.",4,4,80,text_only,0.5,Unverified,0.81,3.5,Referred to Authority,,True,True
LMP-00499,2026-02-01,Rivers,Port Harcourt,Port Harcourt Community 1,Suspected Misuse of Public Funds,Road rehabilitation project was marked complete in official records but no visible work was done.,3,5,40,text_only,0.5,Unverified,0.92,3.1,Referred to Authority,,True,True
LMP-00500,2026-06-22,Kano,Gwale,Gwale Community 5,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,5,5,150,voice_note,0.7,Corroborated,0.72,8.0,In Progress,,True,True
